,Marital status,Application mode,Application order,Course,Daytime_evening attendance,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP
1930,,1,4,9500,1,1,125,1,19,1,,1,117.8,,0,0,1,0,0,18,0,0,7,10,7,13.03,,0,8,8,8,,,15.5,2.8,-4.06
1931,1,17,1,9670,1,1,120,1,38,38,5,7,115.1,1,0,0,1,0,0,19,,0,6,7,6,14.57142857,,0,6,7,6,12.33333333,0,,0.5,1.79
1932,1,17,2,9238,1,1,125,,19,19,3,3,118,1,0,0,1,0,0,18,0,0,6,9,5,11,0,0,6,9,4,11.25,0,8.9,1.4,3.51
1933,1,39,,9500,1,19,133.1,1,19,37,9,4,120,0,0,0,1,0,1,25,0,0,8,8,8,13.3675,0,0,8,8,8,,,9.4,-0.8,-3.12
1934,1,1,4,,1,1,133.1,1,19,38,,9,119.6,1,0,,1,0,1,19,0,,7,7,6,12.80833333,0,0,8,11,7,12.82571429,0,12.4,0.5,1.79
1935,1,17,6,9500,1,1,143,1,1,38,3,3,133.2,1,0,,1,0,0,18,0,0,7,7,7,13.91857143,0,,8,9,,,0,11.1,0.6,2.02
1936,1,17,1,,1,1,147,1,4,1,2,10,141.8,1,,0,1,0,0,,0,0,,8,6,13,0,0,6,9,4,12.8,0,13.9,-0.3,
1937,2,1,1,,1,1,142,1,19,38,4,5,,0,0,,1,0,0,18,0,0,7,7,6,13.68333333,0,0,7,,,13.68333333,0,7.6,2.6,0.32
1938,1,39,1,9085,,1,150,,19,19,4,10,100,0,0,0,1,0,0,24,0,1,6,11,5,13,0,1,6,12,1,12,0,13.9,-0.3,
1939,1,1,2,9773,1,1,124,1,3,3,3,4,114.6,1,0,,1,0,0,21,0,0,6,8,5,12.8,0,0,6,7,5,11.2,0,11.1,0.6,2.02
1940,1,1,2,,1,1,136,1,1,1,9,,123.4,1,0,0,1,0,1,18,0,0,6,9,,,0,0,6,6,6,,0,,1.4,3.51
1941,1,1,1,9238,1,1,116,,38,38,9,,116.4,1,,0,1,0,0,18,0,0,6,6,6,13.16666667,0,0,,6,6,,,8.9,1.4,3.51
1942,,1,1,9070,1,1,,1,12,19,9,9,123.2,0,0,0,1,0,1,20,0,0,6,6,6,15,0,0,6,6,6,14.5,0,,0.6,2.02
1943,1,1,1,9070,1,,117,1,4,19,3,5,123.7,1,,0,1,0,,19,0,0,6,6,6,12.66666667,0,0,6,8,5,11.4,0,12.4,0.5,1.79
1944,1,1,,9773,1,1,116,,1,19,4,7,127.6,1,0,,1,0,1,19,0,0,6,7,6,13.85714286,0,0,6,7,6,13.14285714,0,13.9,-0.3,
1945,1,1,4,9500,1,1,129,1,,37,9,9,117.1,,0,0,1,0,0,30,0,0,7,7,7,14.69285714,0,0,8,8,8,14.9625,0,12.4,0.5,1.79
1946,,1,1,9500,1,1,,1,19,38,5,3,149.3,0,0,0,1,0,0,18,0,0,8,8,8,14.035,0,0,8,8,,14.035,0,9.4,-0.8,-3.12
1947,1,17,1,9085,1,,135,1,1,19,4,10,125.6,1,0,0,,0,0,18,0,0,5,8,4,11,1,0,5,8,3,14,0,12.7,3.7,-1.7
1948,1,1,1,9773,1,1,139,1,38,38,9,9,145,1,0,0,1,0,1,18,0,0,6,6,6,13.33333333,,0,6,6,6,13.33333333,0,9.4,,-3.12
1949,1,,1,9500,1,1,115,1,38,,5,5,,0,,0,1,0,0,20,0,0,7,13,6,11.7725,0,0,8,9,7,12.33,0,15.5,2.8,-4.06
1950,1,,1,9254,1,,,1,38,38,4,7,114.3,0,0,0,1,0,,,0,0,6,0,0,0,0,0,6,,0,0,0,11.1,0.6,2.02
1951,1,,2,9254,1,1,140,1,19,19,9,,,1,0,0,,0,0,19,0,0,6,0,0,0,,0,6,12,0,0,0,10.8,1.4,1.74
1952,1,1,1,171,1,1,138,1,19,37,7,7,124,1,0,0,0,0,0,19,0,0,0,,0,0,0,0,0,0,0,0,0,10.8,1.4,1.74
1953,1,1,4,,1,1,132,1,1,38,5,6,122.6,1,0,0,1,0,1,18,0,,6,7,6,12.28571429,0,0,6,6,6,12,0,8.9,1.4,3.51
1955,1,18,1,9853,1,1,117,1,19,38,4,0,113.5,1,0,0,1,0,0,19,0,0,7,10,6,,0,0,7,9,6,13.16666667,0,12.4,0.5,1.79
1957,1,7,1,9500,1,3,140,1,37,37,4,4,140,0,,0,1,0,0,25,0,0,8,8,7,14.80571429,0,0,8,8,7,14.80571429,0,10.8,1.4,1.74
1958,,,1,9238,1,1,,1,12,38,4,9,107,1,0,0,1,0,0,19,0,0,6,11,5,10.6,,0,6,10,6,11.71428571,0,11.1,0.6,2.02
1960,1,1,,9238,1,1,134,1,1,1,4,9,124.2,1,0,1,1,0,1,19,0,0,6,6,6,12.83333333,,0,,6,6,12.66666667,0,9.4,,-3.12
1962,1,1,1,9670,1,1,115,1,1,1,5,4,108,1,0,,1,0,1,20,,0,6,9,5,13,0,0,6,6,5,13.8,0,12.4,0.5,
1963,1,1,2,9500,1,1,119,1,1,1,4,4,115.2,,0,0,1,0,1,20,0,0,7,8,7,12.725,0,0,8,8,,13.7125,0,13.9,-0.3,0.79
1964,1,17,1,9085,,,131,1,1,3,4,1,129.3,1,0,0,1,,0,19,0,0,5,10,4,11.25,1,,5,10,,10.33333333,0,12.7,3.7,-1.7
1965,1,7,1,9003,1,4,120,1,3,1,2,4,120,1,0,0,1,0,0,31,0,,,12,11,13.81818182,0,4,12,16,12,13.46153846,0,15.5,2.8,
1966,1,1,1,9085,1,1,120,1,1,,3,4,116.7,0,0,0,1,0,0,20,0,0,5,12,3,12.33333333,,0,5,8,3,13,,9.4,-0.8,-3.12
1969,1,,4,9670,1,1,,1,1,2,4,7,121.1,1,0,0,1,0,0,18,0,0,6,7,6,13.66666667,0,0,6,9,5,15.4,0,13.9,-0.3,0.79
1971,1,17,1,,1,1,128,1,2,19,2,4,123.3,1,0,0,1,,1,20,0,0,6,6,,14.83333333,0,0,6,8,6,12.14285714,0,8.9,1.4,3.51
1972,1,17,2,9670,,1,129,1,19,,5,4,129.4,0,0,0,,0,1,19,0,0,6,7,5,11.2,0,0,6,10,5,13.125,0,10.8,,1.74
1973,1,17,1,9147,1,1,122,1,19,19,4,6,119.9,0,0,0,1,0,1,21,0,,5,6,5,11.4,0,0,5,6,5,12.2,0,12.7,3.7,-1.7
1974,1,1,4,,1,1,140,,,12,3,10,131.6,1,0,0,1,0,0,18,0,0,7,8,7,13.135,,0,8,9,8,,0,12.4,0.5,1.79
1975,1,51,1,9070,1,1,143,1,1,1,4,4,,1,0,,1,0,0,21,0,,10,10,10,13,0,5,11,11,10,11.4,0,11.1,0.6,2.02
1977,1,44,1,9238,1,,140,1,1,19,,102,143,0,0,0,1,0,0,20,0,3,6,6,6,13.5,0,2,,9,5,12.5,0,13.9,-0.3,0.79
1979,1,1,1,9670,1,,123,1,12,1,9,9,119.2,1,0,,1,,1,18,0,0,6,8,5,13.5,0,,6,6,6,14.5,0,,0.5,1.79
1980,1,,,9147,1,,140,1,,19,9,9,124.3,1,,0,1,0,,18,0,0,5,8,,10.75,0,0,5,5,5,13,0,12.4,0.5,1.79
1981,1,17,1,,1,,116,1,19,19,7,7,111.1,1,0,0,,,1,18,,0,6,9,6,11.33333333,0,0,6,9,6,11.83333333,0,8.9,1.4,3.51
1982,1,43,1,9085,,39,150,1,38,37,6,6,,,0,0,1,0,1,21,0,2,7,15,3,13,2,1,,12,5,13.28571429,1,10.8,1.4,1.74
1983,1,1,1,9500,1,1,147,1,38,,5,8,147.3,0,0,0,1,0,0,18,0,0,7,7,6,13.96666667,0,0,7,7,6,13.96666667,0,7.6,,0.32
1984,1,,1,9500,1,1,162,1,19,1,,5,147.5,1,0,0,1,0,1,18,0,0,8,8,8,14.14125,0,0,8,8,8,,0,9.4,-0.8,-3.12
1985,1,17,2,9254,1,1,108,1,37,37,,7,108,1,0,0,1,0,1,20,0,0,6,10,4,11.6,0,0,,10,4,11.75,0,12.7,3.7,-1.7
1986,2,42,1,9500,1,2,130,1,,37,9,9,130,0,0,0,1,,1,32,0,0,8,8,8,14.6625,0,0,8,8,8,14.6625,0,,-0.8,-3.12
1988,1,,2,9500,1,,116,1,19,37,3,3,109,1,0,0,1,0,,23,,0,7,8,6,12.99333333,0,0,8,9,8,12.66875,0,11.1,0.6,2.02
1990,1,,1,8014,0,1,132,1,37,19,,,121.2,0,0,0,,0,0,18,0,0,6,8,5,12.2,0,0,,10,5,12.8,,10.8,1.4,1.74
1991,1,43,1,171,1,,140,,37,37,9,9,140,1,0,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,10.8,1.4,1.74
1993,1,1,1,9147,1,1,136,1,37,38,193,181,125.9,0,0,0,,0,,,,0,5,7,5,12.2,0,0,5,7,5,11.8,0,11.1,0.6,2.02
1994,1,,1,9254,,,133,1,19,9,0,0,121.5,1,0,0,1,0,1,20,0,0,6,12,0,0,0,0,6,12,0,0,0,7.6,2.6,0.32
1995,1,1,5,9238,1,1,126,1,30,19,0,2,121.5,1,0,0,1,0,,18,0,0,6,8,6,11.33333333,,0,6,6,6,11.66666667,0,,2.6,
1996,,17,1,9085,1,1,142,1,3,37,4,8,132.4,1,0,0,1,0,0,,0,0,6,8,6,13.85714286,0,0,,15,6,13.1,0,12.4,0.5,1.79
1997,1,17,1,9773,1,1,121,1,37,37,9,9,122.4,0,,0,1,0,0,18,0,0,6,7,,12.85714286,0,0,6,6,6,13.33333333,0,13.9,-0.3,0.79
1998,1,39,,8014,0,1,134,1,37,,4,7,110,1,,,,0,0,24,0,0,6,10,1,10,0,0,6,12,0,0,0,9.4,-0.8,-3.12
1999,1,51,1,9147,,1,140,1,,19,9,7,,0,0,1,0,0,0,32,0,14,15,17,14,10.21428571,0,13,13,13,13,11.38461538,0,16.2,0.3,-0.92
2000,1,39,,9254,,1,133.1,1,1,1,,6,105,1,0,1,0,,0,,0,0,6,14,6,11.28571429,0,0,6,16,3,10.33333333,0,,1.4,3.51
2001,1,1,1,9238,1,1,157,1,38,37,9,5,137.8,0,0,0,1,0,1,18,,,6,6,6,13.83333333,,0,6,7,0,0,,,,
2002,1,51,1,9254,1,,,,38,38,9,9,118,0,0,0,1,0,0,,,0,6,8,6,12.85714286,0,0,6,8,5,12.6,,8.9,1.4,3.51
2003,1,,5,9853,,1,134,1,19,38,4,8,122.1,1,0,,1,0,1,18,0,0,6,8,6,11.66666667,0,0,6,9,4,12,0,10.8,1.4,1.74
2004,1,,1,9853,1,3,140,1,34,34,0,0,140,1,0,0,0,0,0,24,0,0,6,12,,0,0,0,5,10,0,0,0,9.4,-0.8,-3.12
2005,,1,1,9085,1,1,133,1,1,37,4,10,143.2,0,0,0,1,0,0,19,0,0,5,7,5,14.4,0,0,5,6,5,13.2,0,7.6,2.6,0.32
2006,2,39,1,8014,,1,146,1,37,37,9,8,120.5,0,0,0,1,,0,44,0,0,6,6,6,14.83333333,0,0,6,6,,14.16666667,0,10.8,1.4,1.74
2007,1,,3,9085,1,1,130,1,37,37,9,2,119.5,1,0,0,1,0,1,18,0,0,6,14,6,14.33333333,0,0,6,9,6,12,,15.5,2.8,-4.06
2008,1,1,1,171,1,,151,1,37,37,9,7,147.5,1,0,0,1,,0,18,0,0,0,0,0,0,0,,0,0,0,0,0,,2.6,
2009,1,1,6,9773,1,1,133.1,,1,1,90,90,129.6,0,0,0,1,0,0,22,0,0,,0,0,0,0,0,6,0,,,0,7.6,,0.32
2010,1,18,,,1,1,132,1,,,9,5,126.1,0,,0,1,0,1,18,0,0,7,9,6,12.33333333,,0,7,7,6,12.66666667,0,11.1,0.6,2.02
2011,2,39,1,9991,0,1,,1,37,37,9,4,,0,0,0,1,0,0,44,0,0,,5,5,11.8,0,0,5,5,,12.4,0,15.5,2.8,-4.06
2012,,39,1,9853,1,19,133.1,1,38,1,,3,105.5,0,0,1,1,0,0,33,0,0,6,7,5,13.2,0,0,6,7,5,10.6,0,7.6,2.6,0.32
2013,2,39,1,9853,1,,110,1,37,37,9,9,95.5,0,0,1,0,0,,32,0,0,6,6,0,0,0,,5,10,0,0,0,10.8,1.4,1.74
2014,2,39,1,9003,1,1,133.1,1,19,19,4,4,107.5,0,0,0,0,0,0,,0,0,,0,0,0,0,0,6,,0,0,,,2.8,
2015,1,1,1,9238,,1,,1,19,19,6,6,106.1,1,,0,1,0,0,20,,0,6,6,,11.5,0,0,6,7,6,13.28571429,0,11.1,0.6,2.02
2016,,39,1,9254,1,1,160,1,3,1,6,6,116.3,,0,0,1,0,0,24,0,0,6,8,5,12.6,0,0,6,7,5,12.2,0,9.4,-0.8,-3.12
2017,1,1,1,9500,1,1,144,1,38,1,9,10,137.4,0,0,0,1,0,,19,0,0,7,7,7,13.54285714,0,0,8,9,,14.22222222,0,16.2,0.3,-0.92
2019,,1,,9773,1,1,143,1,1,1,4,9,144.1,1,0,0,1,1,,19,0,0,6,7,6,13.66666667,0,0,6,6,6,,0,12.7,3.7,-1.7
2020,1,42,1,9003,,1,160,1,19,1,9,,107.8,1,0,0,0,1,0,27,0,0,6,10,0,0,0,0,6,8,0,0,0,15.5,2.8,-4.06
2021,1,39,1,9853,1,,140,1,,1,,4,128.2,0,,0,,0,0,30,0,0,6,0,0,0,0,0,6,0,0,0,0,12.7,3.7,-1.7
2022,1,17,4,171,1,1,133.1,1,38,38,9,9,,1,0,0,1,1,0,21,0,0,,0,0,0,0,0,0,0,,,0,10.8,1.4,1.74
2023,1,1,1,9070,1,1,116,1,1,12,5,8,110.4,,0,0,1,1,,19,0,0,6,6,6,11.5,0,0,6,8,,12.28571429,0,,1.4,3.51
2025,1,43,1,9500,1,1,,1,4,19,4,10,100,0,0,,1,1,0,,0,0,7,7,7,11.82857143,0,0,8,10,7,,0,13.9,-0.3,0.79
2026,1,1,1,171,1,1,110,,3,2,3,3,117,1,0,0,1,,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4,-0.8,-3.12
2028,1,1,1,9500,1,1,132,1,19,37,4,9,128,1,0,0,1,0,1,19,0,0,7,7,6,12.96666667,0,0,7,7,,12.96666667,0,7.6,2.6,0.32
2029,1,1,1,,,1,135,1,37,38,9,,122.1,1,0,0,1,,0,,0,0,6,6,6,13.83333333,0,0,6,,6,13.66666667,0,12.7,3.7,-1.7
2030,1,17,2,9500,1,1,135,1,19,19,9,10,133.4,1,0,0,1,0,0,19,0,0,7,7,7,14.12571429,,0,8,8,8,,0,11.1,0.6,2.02
2031,4,39,1,9254,,1,140,1,38,,9,9,112,0,0,1,1,0,0,45,0,4,,12,5,12.16666667,4,2,8,8,,0,2,12.7,3.7,
2032,1,39,1,9085,1,,133.1,1,19,37,9,,130,1,,0,1,0,0,26,0,,6,17,6,12.66666667,0,0,,,4,12.25,0,15.5,2.8,-4.06
2033,2,39,2,9991,0,1,,1,37,37,9,9,100,1,0,0,1,1,0,51,0,0,4,4,0,0,0,,5,0,0,0,0,12.7,3.7,-1.7
2034,2,39,1,9773,1,19,,1,37,37,,6,162,0,0,1,1,1,1,49,0,0,,,6,12.28571429,0,0,,7,6,,0,10.8,1.4,1.74
2036,1,17,1,9147,1,1,137,1,1,37,5,9,131.4,1,0,,1,1,0,22,0,0,5,8,2,10,0,0,5,7,,10,0,7.6,2.6,0.32
2037,2,7,1,9130,1,3,120,1,3,3,1,,128.2,0,0,0,1,0,0,33,0,1,5,11,2,11.5,1,1,5,8,2,12,0,9.4,-0.8,-3.12
2038,1,10,1,9670,1,1,148.9,22,37,,9,9,148.9,0,0,0,1,0,0,20,1,0,5,6,5,11.6,,0,5,6,4,11.5,0,9.4,-0.8,-3.12
2039,1,1,4,9238,1,,134,1,38,19,7,7,128.4,1,0,0,1,0,1,18,0,0,6,6,6,12.5,0,0,6,6,6,11.66666667,0,,1.4,1.74
2040,1,1,5,9853,,1,128,1,38,37,9,9,120.3,1,0,1,0,0,0,20,0,0,,9,3,11.66666667,0,0,6,10,,11,0,10.8,1.4,1.74
2041,2,57,1,9991,0,1,133.1,41,38,37,4,6,100,0,0,0,1,0,0,,1,5,10,11,7,13.42857143,0,5,10,11,10,11.6,0,8.9,1.4,3.51
2042,1,1,1,9254,1,1,131,2,37,1,9,3,126.1,,0,0,1,1,0,18,1,0,6,6,6,13.66666667,0,0,6,6,6,13.5,0,7.6,2.6,0.32
2043,1,,3,9254,1,1,,1,1,19,9,9,111.7,1,0,0,1,0,0,,0,0,6,6,,12.5,0,0,6,6,6,12.16666667,0,12.4,0.5,1.79
2044,1,44,1,9085,1,39,140,1,1,19,3,3,140,1,0,0,1,0,0,21,0,2,6,7,,13,0,1,,15,,12.8,0,12.4,0.5,1.79
2045,1,1,2,,1,1,133,1,,,9,1,122.2,0,0,,1,0,0,20,0,0,,9,6,12.78333333,0,0,8,9,7,12.84285714,0,13.9,-0.3,0.79
2046,1,1,2,9500,1,1,126,1,37,1,7,7,118.7,1,0,0,1,,0,19,,0,7,0,0,0,0,0,8,0,0,0,,13.9,-0.3,0.79
2047,,17,2,9556,1,1,125,1,38,19,7,7,121.5,1,0,0,1,0,,20,,0,7,13,4,13.5,0,,7,11,4,11.225,0,,0.6,2.02
2048,1,17,4,9500,1,1,138,1,,1,2,5,134.5,1,0,0,1,0,0,18,0,0,,7,7,13.45714286,0,,8,8,8,15.125,0,13.9,-0.3,
2049,1,1,,,1,1,140,1,1,19,9,7,,1,0,0,1,0,0,19,,0,,8,7,,0,0,8,8,,13.44285714,0,12.7,3.7,-1.7
2050,1,1,,9238,1,1,124,1,37,38,,3,114.2,0,0,0,1,0,0,18,,0,6,13,4,11,0,0,,12,5,10.83333333,0,15.5,,-4.06
2051,1,17,1,9238,1,1,133,1,,38,7,7,125.3,1,,0,1,0,1,,0,0,6,6,6,11.33333333,0,0,6,7,,,0,15.5,2.8,-4.06
2052,1,1,2,9773,1,,127,1,1,19,,5,120.4,1,0,0,1,0,0,18,0,0,5,7,2,10,0,0,1,1,0,0,,12.7,3.7,-1.7
2054,,1,2,9556,1,,142,1,1,19,4,5,130.5,1,0,0,1,0,,18,0,0,7,8,7,12.21428571,0,0,,8,8,14.0625,0,16.2,0.3,-0.92
2055,1,1,1,9070,1,1,130,41,37,19,9,8,125.5,1,0,0,1,0,1,19,1,0,,6,6,,0,0,6,6,,13.5,0,11.1,0.6,2.02
2056,1,53,1,9003,1,42,,1,1,,9,7,133.8,0,,1,1,0,1,24,0,7,12,13,,12.84615385,0,5,11,13,,12.63636364,0,8.9,1.4,3.51
2058,1,1,1,9147,1,1,127,1,1,19,5,7,,1,0,0,1,0,1,21,0,0,,6,5,,1,0,5,7,,11.25,,9.4,-0.8,-3.12
2059,1,44,1,9085,1,39,140,1,38,37,4,10,140,,0,1,0,0,0,20,0,1,6,13,,13,,1,6,11,5,12,0,16.2,0.3,-0.92
2060,1,17,6,9500,1,,126,1,19,37,3,9,119.4,1,0,0,1,0,,19,0,0,7,7,7,13.37142857,0,0,8,9,8,13.66666667,0,,0.3,-0.92
2061,1,17,5,,1,1,139,1,19,,9,8,121.3,,,0,1,0,1,19,0,0,7,8,7,13.38571429,0,0,8,8,,13.3875,0,10.8,1.4,
2062,1,1,,9500,1,1,141,1,,1,,9,126.3,1,0,0,1,0,0,18,0,0,,8,7,13.32857143,0,0,8,8,7,13.32857143,0,12.7,3.7,-1.7
2063,,1,1,9085,1,1,120,1,38,,4,7,111.6,,0,0,1,0,,19,0,0,,,5,14,0,,6,14,5,11,0,16.2,,-0.92
2064,1,17,4,9147,1,1,120,1,38,19,,9,111.3,,0,0,1,0,0,21,0,0,5,5,5,12.6,0,0,5,5,5,,0,8.9,,3.51
2065,1,,2,9853,1,1,134,1,1,38,9,8,122.5,1,,,1,0,1,19,0,0,6,7,6,14,0,0,6,,6,15,0,15.5,2.8,-4.06
2066,1,1,5,,1,1,128,1,19,1,7,10,116.5,1,0,0,1,,,,0,0,6,7,,13.42857143,,0,6,6,6,12.66666667,0,8.9,1.4,3.51
2067,1,17,5,9070,1,1,133,1,4,1,4,4,132,1,1,,,0,1,17,0,0,6,6,6,13,0,0,6,6,6,12.5,0,15.5,2.8,
2069,1,17,6,9147,1,1,118,,37,1,9,7,117,,0,0,0,1,0,23,0,0,5,9,3,10,1,0,5,9,3,,,9.4,-0.8,-3.12
2070,1,1,1,9670,1,1,113,1,1,37,1,10,116.5,,,0,1,0,0,19,,0,6,7,6,12.83333333,,0,6,10,6,11.77777778,0,8.9,1.4,3.51
2071,1,1,1,9500,1,1,135,1,19,3,9,,121.5,1,0,0,1,0,0,,0,0,7,7,,12.91666667,0,0,7,7,,12.91666667,0,7.6,,0.32
2072,1,1,1,9670,1,1,133.1,1,38,38,5,9,105,1,0,0,1,0,0,,0,0,6,9,6,13.28571429,0,0,,8,5,13.8,,15.5,2.8,-4.06
2073,,1,3,9085,1,1,,,1,,9,9,121.3,1,0,0,1,0,1,19,0,0,5,6,5,,,0,5,5,,13.8,0,10.8,1.4,1.74
2074,1,1,1,9238,1,1,135,1,19,38,3,9,,1,0,0,1,,1,18,0,0,6,6,6,14,0,0,6,6,6,,0,12.4,0.5,1.79
2075,1,17,2,9238,1,,133,1,37,37,9,4,123.6,0,0,0,1,,1,19,0,0,6,7,6,14.14285714,0,0,6,6,6,15,0,13.9,-0.3,0.79
2076,,1,4,9238,1,1,123,,38,1,4,,129,1,,0,1,0,0,19,0,0,6,8,,11.66666667,0,0,6,6,6,12.33333333,,10.8,1.4,
2077,1,17,1,9500,1,1,,1,19,37,,,136.8,1,0,0,1,0,0,18,0,0,8,9,8,14.3775,1,0,8,9,8,14.3775,1,9.4,-0.8,
2078,,,2,9500,1,1,146,1,3,3,3,,,1,,0,1,0,0,18,0,0,7,8,,12.5,0,,8,9,7,13.04285714,0,13.9,-0.3,0.79
2079,,1,5,9500,1,,144,,38,38,7,7,136,1,0,0,1,0,1,19,0,0,7,7,6,14.15,0,0,7,7,6,,0,7.6,2.6,0.32
2080,1,1,1,9500,1,,144,,38,,9,9,125.8,0,0,0,1,0,1,19,0,0,8,12,7,12.47142857,,0,8,12,,12.47142857,0,12.7,3.7,
2081,1,1,1,9500,1,1,131,1,4,4,2,,120.5,0,0,0,1,0,0,19,0,0,7,7,6,14.15,0,0,7,7,6,14.15,0,7.6,2.6,
2082,1,,2,9500,,1,141,1,37,37,9,8,130.2,1,0,0,1,0,0,21,,0,,11,7,14.07222222,0,0,8,8,8,14.0475,0,15.5,2.8,-4.06
2083,1,1,3,9773,1,,138,1,,1,2,3,135.9,1,0,0,1,0,0,,0,0,6,7,6,14.85714286,0,0,6,6,6,14.66666667,0,13.9,,0.79
2084,1,1,1,9773,1,1,127,1,,37,9,9,116.5,0,0,0,,0,1,19,0,0,6,7,6,14.28571429,0,0,6,6,6,,0,11.1,0.6,2.02
2085,1,1,4,9773,1,,,1,19,37,99,90,,0,0,0,0,,,18,0,0,4,4,0,,,0,4,,0,0,,,3.7,-1.7
2086,1,7,1,8014,0,3,140,1,1,1,4,4,140,0,0,0,1,0,0,,0,0,6,0,0,0,0,0,6,0,0,0,0,10.8,1.4,1.74
2087,1,17,1,,1,1,157,1,3,2,3,6,150.9,1,0,0,1,0,0,18,0,0,6,8,6,15,,0,6,8,,15.16666667,0,13.9,-0.3,0.79
2088,1,1,3,9500,1,1,129,1,19,19,4,8,127.3,1,0,0,1,0,1,20,0,0,7,7,6,12.63333333,0,0,7,7,6,12.63333333,0,,2.6,0.32
2089,1,39,1,9670,1,,133.1,1,1,1,4,7,100,0,0,1,0,,0,25,0,0,5,5,5,11.2,0,,5,5,5,12.6,0,9.4,-0.8,-3.12
2090,1,1,5,,,1,142,1,38,37,5,7,128.8,1,0,0,1,0,0,18,0,0,7,7,6,14.23333333,0,,7,7,6,14.23333333,0,7.6,2.6,0.32
2092,,,1,9500,1,1,156,,5,4,2,1,140.8,0,0,0,1,0,0,18,0,0,8,8,7,,0,,,8,7,15.7,0,12.7,3.7,-1.7
2093,1,1,1,9500,1,1,151,,,37,9,9,138,,0,,1,0,,18,0,0,7,7,6,15.2,0,0,7,7,6,15.2,0,7.6,2.6,0.32
2094,1,17,1,9853,1,1,135,1,3,3,2,2,,1,0,0,0,0,0,29,0,0,6,9,6,16.33333333,0,0,6,8,5,15.6,0,12.7,3.7,-1.7
2095,1,43,1,9130,,1,140,1,3,3,2,2,140,,0,0,1,0,0,20,0,10,17,29,14,12.5625,4,7,,24,12,12.85714286,1,15.5,2.8,-4.06
2096,1,,1,,,3,140,1,3,1,4,4,140,0,0,0,1,0,0,26,0,0,7,0,0,0,0,0,8,0,0,0,,13.9,-0.3,0.79
2097,1,1,,9238,1,1,100,1,38,1,7,7,99.3,1,0,0,1,0,0,21,0,0,6,8,5,12.4,0,0,6,6,6,12,0,12.4,0.5,1.79
2098,1,18,,,1,1,126,1,37,19,5,5,119.3,0,0,0,1,0,1,19,0,0,8,9,8,13.78125,1,,8,9,8,13.78125,1,9.4,-0.8,-3.12
2099,1,17,2,9254,1,1,123,1,19,19,5,5,113.2,1,0,1,1,0,0,19,,0,6,10,6,12.16666667,0,0,6,8,5,11.66666667,0,16.2,0.3,-0.92
2101,1,,1,8014,0,,137,1,1,1,4,3,,0,0,1,1,0,0,20,0,0,6,13,4,10.8,0,0,,15,,12,0,16.2,0.3,-0.92
2102,1,1,6,9500,1,1,138,1,,37,9,8,127.2,1,,0,1,0,1,18,0,0,7,8,7,13.26,0,0,,,,14.28625,0,15.5,2.8,-4.06
2103,1,1,2,9773,,1,128,1,34,19,3,0,141,1,0,0,,0,0,20,0,0,6,10,4,12,0,0,6,,,10.66666667,0,7.6,2.6,0.32
2104,1,1,1,9238,1,1,136,1,19,38,9,9,121.7,,,0,1,0,1,20,0,0,6,9,6,11.875,,0,6,7,6,,,16.2,0.3,-0.92
2107,1,1,1,9773,1,1,140,1,37,37,9,9,142.5,1,0,0,1,,0,18,0,0,6,6,6,13.33333333,0,0,6,9,5,13.2,0,9.4,-0.8,-3.12
2109,1,44,1,9085,,39,,1,3,3,2,2,150,1,0,0,1,0,0,22,0,,,,6,14.42857143,0,1,6,,5,13,,13.9,,
2111,1,,,9003,1,1,131,,19,1,9,,134.5,1,0,0,1,0,1,19,0,,6,7,6,15,0,0,6,,6,14.33333333,0,,0.5,1.79
2112,1,,2,9556,1,,,1,19,19,9,9,129.5,1,0,0,1,0,0,18,0,0,7,9,7,15.15555556,0,0,8,8,,16.8,0,12.7,3.7,
2113,,1,,9238,1,1,117,1,,38,175,,113.2,1,0,1,1,0,0,20,0,0,6,8,6,10.66666667,0,0,6,7,6,11.85714286,0,11.1,0.6,2.02
2114,1,17,1,9853,,1,158,1,38,37,5,5,140.2,1,0,0,1,0,0,18,0,0,6,9,5,11,0,0,6,9,4,11.25,0,10.8,1.4,1.74
2115,1,17,2,9670,1,1,129,1,,19,5,5,119.2,1,0,0,1,0,0,21,0,0,6,0,0,0,0,,,0,,0,0,8.9,1.4,3.51
2116,1,1,1,9238,1,1,140,1,1,19,4,4,140.7,0,,,1,0,0,19,0,0,6,7,6,12.28571429,0,0,,7,6,12,0,12.4,0.5,1.79
2117,1,1,5,9500,1,1,141,1,38,38,9,9,142.3,,0,0,1,0,0,18,,0,8,8,8,12.82875,0,0,8,8,8,12.82875,0,9.4,-0.8,-3.12
